date,sensor_id,rainfall_mm,river_level_m
2026-08-05,S3,4.7,1.61
2026-08-05,S4,4.0,1.58
2026-08-05,S5,3.5,1.93
2026-08-05,S6,3.8,1.83
2026-08-05,S7,3.9,2.01
2026-08-05,S8,3.7,1.48
2026-08-06,S1,4.6,1.8
2026-08-06,S2,6.9,1.51
2026-08-06,S3,5.5,1.63
2026-08-06,S4,6.0,1.6
2026-08-06,S5,4.1,1.92
2026-08-06,S6,6.5,1.88
2026-08-06,S7,5.3,2.03
2026-08-06,S8,6.5,1.52
2026-08-07,S1,0.0,1.71
2026-08-07,S2,0.0,1.41
2026-08-07,S3,0.0,1.53
2026-08-07,S4,0.0,1.51
2026-08-07,S5,0.0,1.83
2026-08-07,S6,0.0,1.79
2026-08-07,S7,0.0,1.94
2026-08-07,S8,0.0,1.42
2026-08-08,S1,5.1,1.75
2026-08-08,S2,5.5,1.43
2026-08-08,S3,7.2,1.59
2026-08-08,S4,6.1,1.55
2026-08-08,S5,9.0,1.93
2026-08-08,S6,5.4,1.82
2026-08-08,S7,8.1,2.02
2026-08-08,S8,7.4,1.48
2026-08-09,S1,0.0,1.67
2026-08-09,S2,0.0,1.34
2026-08-09,S3,0.0,1.5
2026-08-09,S4,0.0,1.46
2026-08-09,S5,0.0,1.84
2026-08-09,S6,0.0,1.74
2026-08-09,S7,0.0,1.93
2026-08-09,S8,0.0,1.39
2026-08-10,S1,0.0,1.61
2026-08-10,S2,0.0,1.26
2026-08-10,S3,0.0,1.43
2026-08-10,S4,0.0,1.38
2026-08-10,S5,0.0,1.76
2026-08-10,S6,0.0,1.67
2026-08-10,S7,0.0,1.86
2026-08-10,S8,0.0,1.31
2026-08-11,S1,4.4,1.64
2026-08-11,S2,3.7,1.27
2026-08-11,S3,3.5,1.43
2026-08-11,S4,4.7,1.41
2026-08-11,S5,4.7,1.79
2026-08-11,S6,4.1,1.69
2026-08-11,S7,4.7,1.88
2026-08-11,S8,5.3,1.35
2026-08-12,S1,0.0,1.58
2026-08-12,S2,0.0,1.2
2026-08-12,S3,0.0,1.37
2026-08-12,S4,0.0,1.34
2026-08-12,S5,0.0,1.72
2026-08-12,S6,0.0,1.63
2026-08-12,S7,0.0,1.82
2026-08-12,S8,0.0,1.28
2026-08-13,S1,1.1,1.56
2026-08-13,S2,1.5,1.17
2026-08-13,S3,1.3,1.34
2026-08-13,S4,1.1,1.31
2026-08-13,S5,1.0,1.68
2026-08-13,S6,1.4,1.6
2026-08-13,S7,1.4,1.79
2026-08-13,S8,1.6,1.25
2026-08-14,S1,0.0,1.51
2026-08-14,S2,0.0,1.12
2026-08-14,S3,0.0,1.29
2026-08-14,S4,0.0,1.26
2026-08-14,S5,0.0,1.62
2026-08-14,S6,0.0,1.55
2026-08-14,S7,0.0,1.73
2026-08-14,S8,0.0,1.19
2026-08-15,S1,0.0,1.47
2026-08-15,S2,0.0,1.07
2026-08-15,S3,0.0,1.24
2026-08-15,S4,0.0,1.21
2026-08-15,S5,0.0,1.58
2026-08-15,S6,0.0,1.51
2026-08-15,S7,0.0,1.69
2026-08-15,S8,0.0,1.14
2026-08-16,S1,0.0,1.44
2026-08-16,S2,0.0,1.03
2026-08-16,S3,0.0,1.2
2026-08-16,S4,0.0,1.17
2026-08-16,S5,0.0,1.54
2026-08-16,S6,0.0,1.48
2026-08-16,S7,0.0,1.65
2026-08-16,S8,0.0,1.1
2026-08-17,S1,0.0,1.41
2026-08-17,S2,0.0,1.0
2026-08-17,S3,0.0,1.17
2026-08-17,S4,0.0,1.14
2026-08-17,S5,0.0,1.5
2026-08-17,S6,0.0,1.45
2026-08-17,S7,0.0,1.61
2026-08-17,S8,0.0,1.06
2026-08-18,S1,3.5,1.45
2026-08-18,S2,2.6,1.03
2026-08-18,S3,2.8,1.2
2026-08-18,S4,3.5,1.18
2026-08-18,S5,3.0,1.54
2026-08-18,S6,2.8,1.48
2026-08-18,S7,2.6,1.64
2026-08-18,S8,2.2,1.08
2026-08-19,S1,10.6,1.64
2026-08-19,S2,11.4,1.22
2026-08-19,S3,8.1,1.33
2026-08-19,S4,10.2,1.35
2026-08-19,S5,12.4,1.75
2026-08-19,S6,9.5,1.64
2026-08-19,S7,11.1,1.83
2026-08-19,S8,7.6,1.2
2026-08-20,S1,0.0,1.58
2026-08-20,S2,0.0,1.16
2026-08-20,S3,0.0,1.28
2026-08-20,S4,0.0,1.29
2026-08-20,S5,0.0,1.69
2026-08-20,S6,0.0,1.58
2026-08-20,S7,0.0,1.77
2026-08-20,S8,0.0,1.15
2026-08-21,S1,1.0,1.55
2026-08-21,S2,0.9,1.13
2026-08-21,S3,1.0,1.26
2026-08-21,S4,0.9,1.26
2026-08-21,S5,0.8,1.65
2026-08-21,S6,1.1,1.56
2026-08-21,S7,1.1,1.74
2026-08-21,S8,0.7,1.12
2026-08-22,S1,0.0,1.5
2026-08-22,S2,0.0,1.08
2026-08-22,S3,0.0,1.22
2026-08-22,S4,0.0,1.21
2026-08-22,S5,0.0,1.6
2026-08-22,S6,0.0,1.51
2026-08-22,S7,0.0,1.69
2026-08-22,S8,0.0,1.08
2026-08-23,S1,0.0,1.47
2026-08-23,S2,0.0,1.04
2026-08-23,S3,0.0,1.18
2026-08-23,S4,0.0,1.18
2026-08-23,S5,0.0,1.55
2026-08-23,S6,0.0,1.48
2026-08-23,S7,0.0,1.65
2026-08-23,S8,0.0,1.05
2026-08-24,S1,0.0,1.43
2026-08-24,S2,0.0,1.01
2026-08-24,S3,0.0,1.16
2026-08-24,S4,0.0,1.14
2026-08-24,S5,0.0,1.52
2026-08-24,S6,0.0,1.45
2026-08-24,S7,0.0,1.62
2026-08-24,S8,0.0,1.02
2026-08-25,S1,7.6,1.56
2026-08-25,S2,12.0,1.22
2026-08-25,S3,11.7,1.37
2026-08-25,S4,12.4,1.36
2026-08-25,S5,9.7,1.68
2026-08-25,S6,11.5,1.65
2026-08-25,S7,12.5,1.84
2026-08-25,S8,13.5,1.26
2026-08-26,S1,0.3,1.52
2026-08-26,S2,0.3,1.16
2026-08-26,S3,0.3,1.32
2026-08-26,S4,0.3,1.31
2026-08-26,S5,0.3,1.63
2026-08-26,S6,0.3,1.6
2026-08-26,S7,0.3,1.78
2026-08-26,S8,0.3,1.21
2026-08-27,S1,5.9,1.59
2026-08-27,S2,7.3,1.26
2026-08-27,S3,9.5,1.46
2026-08-27,S4,6.7,1.39
2026-08-27,S5,8.3,1.75
2026-08-27,S6,8.1,1.71
2026-08-27,S7,9.0,1.91
2026-08-27,S8,9.0,1.34
2026-08-28,S1,0.0,1.54
2026-08-28,S2,0.0,1.19
2026-08-28,S3,0.0,1.39
2026-08-28,S4,0.0,1.33
2026-08-28,S5,0.0,1.69
2026-08-28,S6,0.0,1.65
2026-08-28,S7,0.0,1.83
2026-08-28,S8,0.0,1.27
2026-08-29,S1,0.0,1.5
2026-08-29,S2,0.0,1.14
2026-08-29,S3,0.0,1.33
2026-08-29,S4,0.0,1.27
2026-08-29,S5,0.0,1.63
2026-08-29,S6,0.0,1.59
2026-08-29,S7,0.0,1.77
2026-08-29,S8,0.0,1.21
